t_s,theta_total_rad,theta_force_rad,theta_therm_rad,theta_bruit_rad,theta_filtre_rad,commande
20263.1146,2.9283358094e-01,2.9282893434e-01,5.2276744725e-06,-5.8107466422e-07,2.5180156030e-04,1
20264.1146,2.9036521706e-01,2.9036047838e-01,5.2288914118e-06,-4.9020401212e-07,2.4921638214e-04,1
20265.1146,2.8789086810e-01,2.8788606435e-01,5.2301161870e-06,-4.2636650329e-07,2.4662832911e-04,1
20266.1146,2.8541053693e-01,2.8540574142e-01,5.2313487575e-06,-4.3583139590e-07,2.4403745687e-04,1
20267.1146,2.8292422541e-01,2.8291955884e-01,5.2325890818e-06,-5.6601277009e-07,2.4144382108e-04,1
20268.1146,2.8043198064e-01,2.8042756601e-01,5.2338371178e-06,-8.1920109294e-07,2.3884747742e-04,1
20269.1146,2.7793391769e-01,2.7792981243e-01,5.2350928230e-06,-1.1298360873e-06,2.3624848157e-04,1
20270.1146,2.7543018835e-01,2.7542634774e-01,5.2363561541e-06,-1.3957445236e-06,2.3364688921e-04,1
20271.1146,2.7292092149e-01,2.7291722168e-01,5.2376270676e-06,-1.5378169837e-06,2.3104275606e-04,1
20272.1147,2.7040620781e-01,2.7040248411e-01,5.2389055196e-06,-1.5152028958e-06,2.2843613780e-04,1
20273.1147,2.6788611438e-01,2.6788218500e-01,5.2401914656e-06,-1.3108106111e-06,2.2582709015e-04,1
20274.1147,2.6536068835e-01,2.6535637445e-01,5.2414848606e-06,-9.2757620718e-07,2.2321566882e-04,1
20275.1147,2.6282991647e-01,2.6282510265e-01,5.2427856591e-06,-4.2896670086e-07,2.2060192952e-04,1
20276.1147,2.6029372089e-01,2.6028841994e-01,5.2440938152e-06,5.6857512742e-08,2.1798592796e-04,1
20277.1147,2.5775205720e-01,2.5774637672e-01,5.2454092821e-06,4.3506220331e-07,2.1536771986e-04,1
20278.1147,2.5520494545e-01,2.5519902355e-01,5.2467320128e-06,6.7516595029e-07,2.1274736093e-04,1
20279.1147,2.5265241174e-01,2.5264641107e-01,5.2480619596e-06,7.5261210269e-07,2.1012490688e-04,1
20280.1147,2.5009449344e-01,2.5008859003e-01,5.2493990741e-06,6.5401206172e-07,2.0750041340e-04,1
20281.1147,2.4753130736e-01,2.4752561130e-01,5.2507433075e-06,4.4532054544e-07,2.0487393621e-04,1
20282.1147,2.4496302205e-01,2.4495752585e-01,5.2520946102e-06,2.4410781126e-07,2.0224553099e-04,1
20283.1147,2.4238975929e-01,2.4238438474e-01,5.2534529326e-06,1.2109635606e-07,1.9961525343e-04,1
20284.1147,2.3981155146e-01,2.3980623917e-01,5.2548182252e-06,5.7473560177e-08,1.9698315921e-04,1
20285.1147,2.3722837831e-01,2.3722314040e-01,5.2561904383e-06,-1.8280787153e-08,1.9434930400e-04,1
20286.1147,2.3464026137e-01,2.3463513983e-01,5.2575695223e-06,-1.3602899390e-07,1.9171374346e-04,1
20287.1147,2.3204728788e-01,2.3204228895e-01,5.2589554277e-06,-2.6002018840e-07,1.8907653322e-04,1
20288.1147,2.2944957312e-01,2.2944463933e-01,5.2603481046e-06,-3.2655362325e-07,1.8643772893e-04,1
20289.1148,2.2684720026e-01,2.2684224266e-01,5.2617475032e-06,-3.0413925535e-07,1.8379738621e-04,1
20290.1148,2.2424017931e-01,2.2423515072e-01,5.2631535731e-06,-2.3456786229e-07,1.8115556065e-04,1
20291.1148,2.2162847965e-01,2.2162341540e-01,5.2645662636e-06,-2.0031576334e-07,1.7851230784e-04,1
20292.1148,2.1901207902e-01,2.1900708867e-01,5.2659855236e-06,-2.7563469948e-07,1.7586768335e-04,1
20293.1148,2.1639101539e-01,2.1638622260e-01,5.2674113016e-06,-4.7461453748e-07,1.7322174273e-04,1
20294.1148,2.1376539610e-01,2.1376086935e-01,5.2688435461e-06,-7.4210011214e-07,1.7057454152e-04,1
20295.1148,2.1113536132e-01,2.1113108119e-01,5.2702822053e-06,-9.9015458518e-07,1.6792613522e-04,1
20296.1148,2.0850103114e-01,2.0849691047e-01,5.2717272271e-06,-1.1510563954e-06,1.6527657932e-04,1
20297.1148,2.0586247671e-01,2.0585840962e-01,5.2731785592e-06,-1.2060797393e-06,1.6262592928e-04,1
20298.1148,2.0321971298e-01,2.0321563117e-01,5.2746361492e-06,-1.1928252262e-06,1.5997424054e-04,1
20299.1148,2.0057271427e-01,2.0056862775e-01,5.2760999446e-06,-1.1895821763e-06,1.5732156852e-04,1
20300.1148,1.9792147921e-01,1.9791745206e-01,5.2775698926e-06,-1.2504200223e-06,1.5466796860e-04,1
20301.1148,1.9526609509e-01,1.9526215690e-01,5.2790459410e-06,-1.3408541554e-06,1.5201349615e-04,1
20302.1148,1.9260672350e-01,1.9260279514e-01,5.2805280374e-06,-1.3521682701e-06,1.4935820649e-04,1
20303.1148,1.8994352764e-01,1.8993941975e-01,5.2820161297e-06,-1.1741235688e-06,1.4670215492e-04,1
20304.1148,1.8727659907e-01,1.8727208378e-01,5.2835101665e-06,-7.6822079817e-07,1.4404539672e-04,1
20305.1148,1.8460591591e-01,1.8460084035e-01,5.2850100971e-06,-2.0945236287e-07,1.4138798712e-04,1
20306.1148,1.8193137356e-01,1.8192574269e-01,5.2865158720e-06,3.4436132776e-07,1.3872998132e-04,1
20307.1149,1.7925284916e-01,1.7924684407e-01,5.2880274425e-06,7.1706493484e-07,1.3607143449e-04,1
20308.1149,1.7657027104e-01,1.7656419787e-01,5.2895447615e-06,7.8362162203e-07,1.3341240177e-04,1
20309.1149,1.7388366584e-01,1.7387785755e-01,5.2910677826e-06,5.1722596735e-07,1.3075293824e-04,1
20310.1149,1.7119316784e-01,1.7118787662e-01,5.2925964606e-06,-1.3734276275e-09,1.2809309898e-04,1
20311.1149,1.6849903118e-01,1.6849430869e-01,5.2941307511e-06,-5.7164488503e-07,1.2543293900e-04,1
20312.1149,1.6580156127e-01,1.6579720744e-01,5.2956706108e-06,-9.4183920555e-07,1.2277251327e-04,1
20313.1149,1.6310096832e-01,1.6309662661e-01,5.2972159977e-06,-9.5551093522e-07,1.2011187674e-04,1
20314.1149,1.6039728263e-01,1.6039262004e-01,5.2987668710e-06,-6.3617827998e-07,1.1745108430e-04,1
20315.1149,1.5769039160e-01,1.5768524162e-01,5.3003231911e-06,-1.5034422273e-07,1.1479019081e-04,1
20316.1149,1.5498015961e-01,1.5497454532e-01,5.3018849202e-06,3.1240442106e-07,1.1212925106e-04,1
20317.1149,1.5226651358e-01,1.5226058516e-01,5.3034520216e-06,6.2496172295e-07,1.0946831983e-04,1
20318.1149,1.4954943637e-01,1.4954341527e-01,5.3050244600e-06,7.1607519767e-07,1.0680745183e-04,1
20319.1149,1.4682896275e-01,1.4682308980e-01,5.3066022015e-06,5.6634414605e-07,1.0414670172e-04,1
20320.1149,1.4410519758e-01,1.4409966301e-01,5.3081852139e-06,2.2638910027e-07,1.0148612412e-04,1
20321.1149,1.4137831862e-01,1.4137318919e-01,5.3097734664e-06,-1.8033854492e-07,9.8825773599e-05,1
20322.1149,1.3864849473e-01,1.3864372271e-01,5.3113669295e-06,-5.3935026716e-07,9.6165704678e-05,1
20323.1149,1.3591578206e-01,1.3591131800e-01,5.3129655752e-06,-8.4890961295e-07,9.3505971819e-05,1
20324.1149,1.3318017461e-01,1.3317602957e-01,5.3145693767e-06,-1.1695265104e-06,9.0846629432e-05,1
20325.1150,1.3044172225e-01,1.3043791196e-01,5.3161783082e-06,-1.5058837351e-06,8.8187731874e-05,1
20326.1150,1.2770054785e-01,1.2769701978e-01,5.3177923449e-06,-1.7897210935e-06,8.5529333448e-05,1
20327.1150,1.2495679279e-01,1.2495340772e-01,5.3194114632e-06,-1.9343407570e-06,8.2871488396e-05,1
20328.1150,1.2221053653e-01,1.2220713050e-01,5.3210356407e-06,-1.9150084854e-06,8.0214250907e-05,1
20329.1150,1.1946176954e-01,1.1945824292e-01,5.3226648560e-06,-1.7960411996e-06,7.7557675108e-05,1
20330.1150,1.1671045550e-01,1.1670679980e-01,5.3242990888e-06,-1.6686066589e-06,7.4901815068e-05,1
20331.1150,1.1395661698e-01,1.1395285607e-01,5.3259383194e-06,-1.5650194828e-06,7.2246724794e-05,1
20332.1150,1.1120035001e-01,1.1119646665e-01,5.3275825288e-06,-1.4442278852e-06,6.9592458231e-05,1
20333.1150,1.0844177573e-01,1.0843768657e-01,5.3292316985e-06,-1.2400692705e-06,6.6939069262e-05,1
20334.1150,1.0568096952e-01,1.0567657086e-01,5.3308858103e-06,-9.3222405748e-07,6.4286611705e-05,1
20335.1150,1.0291791216e-01,1.0291317465e-01,5.3325448465e-06,-5.9502809555e-07,6.1635139313e-05,1
20336.1150,1.0015252821e-01,1.0014755307e-01,5.3342087898e-06,-3.5907508415e-07,5.8984705773e-05,1
20337.1150,9.7384766233e-02,9.7379761342e-02,5.3358776229e-06,-3.3098665886e-07,5.6335364703e-05,1
20338.1150,9.4614627216e-02,9.4609854704e-02,5.3375513288e-06,-5.6503870053e-07,5.3687169656e-05,1
20339.1150,9.1842196179e-02,9.1837888451e-02,5.3392298908e-06,-1.0315019359e-06,5.1040174112e-05,1
20340.1150,8.9067651591e-02,8.9063917923e-02,5.3409132924e-06,-1.6072452649e-06,4.8394431483e-05,1
20341.1150,8.6291183944e-02,8.6287998501e-02,5.3426015169e-06,-2.1571586588e-06,4.5749995108e-05,1
20342.1151,8.3512943103e-02,8.3510185611e-02,5.3442945484e-06,-2.5868024578e-06,4.3106918255e-05,1
20343.1151,8.0733032827e-02,8.0730534718e-02,5.3459923709e-06,-2.8478833160e-06,4.0465254116e-05,1
20344.1151,7.7951534528e-02,7.7949101327e-02,5.3476949688e-06,-2.9144938152e-06,3.7825055811e-05,1
20345.1151,7.5168557429e-02,7.5165940983e-02,5.3494023263e-06,-2.7329558980e-06,3.5186376382e-05,1
20346.1151,7.2384197018e-02,7.2381109269e-02,5.3511144278e-06,-2.2633654938e-06,3.2549268795e-05,1
20347.1151,6.9598449890e-02,6.9594661806e-02,5.3528312572e-06,-1.5647467276e-06,2.9913785939e-05,1
20348.1151,6.6811227777e-02,6.6806654247e-02,5.3545527983e-06,-7.8102238771e-07,2.7279980623e-05,1
20349.1151,6.4022407993e-02,6.4017142282e-02,5.3562790346e-06,-9.0567762068e-08,2.4647905577e-05,1
20350.1151,6.1231912017e-02,6.1226181636e-02,5.3580099490e-06,3.7237163199e-07,2.2017613449e-05,1
20351.1151,5.8439751889e-02,5.8433828062e-02,5.3597455241e-06,5.6408077058e-07,1.9389156807e-05,1
20352.1151,5.5646039076e-02,5.5640137350e-02,5.3614857422e-06,5.4024088221e-07,1.6762588135e-05,1
20353.1151,5.2850989311e-02,5.2845165314e-02,5.3632305852e-06,4.6076638706e-07,1.4137959831e-05,1
20354.1151,5.0054868588e-02,5.0048967801e-02,5.3649800346e-06,5.3580693789e-07,1.1515324212e-05,1
20355.1151,4.7257826490e-02,4.7251600685e-02,5.3667340716e-06,8.5907062313e-07,8.8947335056e-06,1
20356.1151,4.4459827182e-02,4.4453119867e-02,5.3684926770e-06,1.3388221744e-06,6.2762398540e-06,1
20357.1151,4.1660757160e-02,4.1653581273e-02,5.3702558316e-06,1.8056314231e-06,3.6598953111e-06,1
20358.1151,3.8860537000e-02,3.8853040853e-02,5.3720235156e-06,2.1241236148e-06,1.0457518417e-06,1
20359.1151,3.6059177575e-02,3.6051554582e-02,5.3737957086e-06,2.2491981276e-06,-1.5661386796e-06,1
20360.1152,3.3256744081e-02,3.3249178456e-02,5.3755723900e-06,2.1900528892e-06,-4.1757244691e-06,1
20361.1152,3.0453323588e-02,3.0445968492e-02,5.3773535390e-06,1.9777425599e-06,-6.7829538351e-06,1
20362.1152,2.7649012097e-02,2.7641980730e-02,5.3791391342e-06,1.6522277804e-06,-9.3877751790e-06,1
20363.1152,2.4843914507e-02,2.4837271224e-02,5.3809291543e-06,1.2623534607e-06,-1.1990136996e-05,1
20364.1152,2.2038158834e-02,2.2031896051e-02,5.3827235777e-06,8.8005997448e-07,-1.4589987878e-05,1
20365.1152,1.9231875065e-02,1.9225911300e-02,5.3845223826e-06,5.7924271761e-07,-1.7187276510e-05,1
20366.1152,1.6425167069e-02,1.6419373079e-02,5.3863255467e-06,4.0766458417e-07,-1.9781951676e-05,1
20367.1152,1.3618084580e-02,1.3612337508e-02,5.3881330476e-06,3.5893882282e-07,-2.2373962257e-05,1
20368.1152,1.0810634688e-02,1.0804860723e-02,5.3899448625e-06,3.8402007166e-07,-2.4963257235e-05,1
20369.1152,8.0028052253e-03,7.9969988703e-03,5.3917609683e-06,4.1459404805e-07,-2.7549785690e-05,1
20370.1152,5.1945967930e-03,5.1888081071e-03,5.3935813413e-06,3.9510454795e-07,-3.0133496803e-05,1
20371.1152,2.3860392017e-03,2.3803446015e-03,5.3954059572e-06,2.9919424450e-07,-3.2714339857e-05,1
20372.1152,-4.2282544728e-04,-4.2833546992e-04,5.3972347909e-06,1.1278784901e-07,-3.5292264239e-05,0
20373.1152,-3.2319220456e-03,-3.2371759228e-03,5.3990678163e-06,-1.4519052643e-07,-3.7867219439e-05,0
20374.1152,-6.0411235214e-03,-6.0461205664e-03,5.4009050067e-06,-4.0385998505e-07,-4.0439155051e-05,0
20375.1152,-8.8502833186e-03,-8.8551132042e-03,5.4027463344e-06,-5.7286069298e-07,-4.3008020777e-05,0
20376.1152,-1.1659313600e-02,-1.1664097636e-02,5.4045917710e-06,-6.2055623032e-07,-4.5573766424e-05,0
20377.1152,-1.4468233952e-02,-1.4473017657e-02,5.4064412873e-06,-6.2273674794e-07,-4.8136341906e-05,0
20378.1153,-1.7277107210e-02,-1.7281817062e-02,5.4082948537e-06,-6.9844353958e-07,-5.0695697247e-05,0
20379.1153,-2.0085952397e-02,-2.0090439643e-02,5.4101524395e-06,-9.2290667117e-07,-5.3251782582e-05,0
20380.1153,-2.2894733468e-02,-2.2898829195e-02,5.4120140136e-06,-1.3162875222e-06,-5.5804548152e-05,0
20381.1153,-2.5703321309e-02,-2.5706929511e-02,5.4138795439e-06,-1.8056775751e-06,-5.8353944314e-05,0
20382.1153,-2.8511504139e-02,-2.8514684388e-02,5.4157489979e-06,-2.2354999334e-06,-6.0899921536e-05,0
20383.1153,-3.1319085856e-02,-3.1322037627e-02,5.4176223422e-06,-2.4658512135e-06,-6.3442430397e-05,0
20384.1153,-3.4125969114e-02,-3.4128933033e-02,5.4194995428e-06,-2.4555802928e-06,-6.5981421594e-05,0
20385.1153,-3.6932154739e-02,-3.6935314417e-02,5.4213805649e-06,-2.2617024449e-06,-6.8516845937e-05,0
20386.1153,-3.9737674758e-02,-3.9741125597e-02,5.4232653729e-06,-1.9724265785e-06,-7.1048654352e-05,0
20387.1153,-4.2542537773e-02,-4.2546310398e-02,5.4251539304e-06,-1.6525290334e-06,-7.3576797883e-05,0
20388.1153,-4.5346686552e-02,-4.5350812656e-02,5.4270462000e-06,-1.3009424914e-06,-7.6101227692e-05,0
20389.1153,-4.8150048802e-02,-4.8154576215e-02,5.4289421430e-06,-9.0152905805e-07,-7.8621895059e-05,0
20390.1153,-5.0952599585e-02,-5.0957544934e-02,5.4308417196e-06,-4.8549277029e-07,-8.1138751384e-05,0
20391.1153,-5.3754334542e-02,-5.3759662680e-02,5.4327448887e-06,-1.0460770828e-07,-8.3651748188e-05,0
20392.1153,-5.6555227005e-02,-5.6560873336e-02,5.4346516077e-06,2.1167996952e-07,-8.6160837114e-05,0
20393.1153,-5.9355217997e-02,-5.9361120802e-02,5.4365618322e-06,4.6624251328e-07,-8.8665969927e-05,0
20394.1153,-6.2154247441e-02,-6.2160348989e-02,5.4384755166e-06,6.6307263256e-07,-9.1167098516e-05,0
20395.1154,-6.4952282378e-02,-6.4958501829e-02,5.4403926134e-06,7.7905783850e-07,-9.3664174892e-05,0
20396.1154,-6.7749297791e-02,-6.7755523270e-02,5.4423130733e-06,7.8316594389e-07,-9.6157151195e-05,0
20397.1154,-7.0545248445e-02,-7.0551357282e-02,5.4442368459e-06,6.6459984243e-07,-9.8645979688e-05,0
20398.1154,-7.3340066224e-02,-7.3345947851e-02,5.4461638787e-06,4.3546267919e-07,-1.0113061276e-04,0
20399.1154,-7.6133667520e-02,-7.6139238988e-02,5.4480941181e-06,1.2337395259e-07,-1.0361100294e-04,0
20400.1154,-7.8925957469e-02,-7.8931174727e-02,5.4500275086e-06,-2.3276996235e-07,-1.0608710286e-04,0
20401.1154,-8.1716805484e-02,-8.1721699122e-02,5.4519639934e-06,-5.5832580196e-07,-1.0855886531e-04,0
20402.1154,-8.4506060225e-02,-8.4510756256e-02,5.4539035141e-06,-7.5787190425e-07,-1.1102624319e-04,0
20403.1154,-8.7293640622e-02,-8.7298290236e-02,5.4558460112e-06,-8.0623210247e-07,-1.1348918955e-04,0
20404.1154,-9.0079567992e-02,-9.0084245196e-02,5.4577914237e-06,-7.8058698309e-07,-1.1594765754e-04,0
20405.1154,-9.2863859792e-02,-9.2868565300e-02,5.4597396894e-06,-7.5423244243e-07,-1.1840160049e-04,0
20406.1154,-9.5646464208e-02,-9.5651194738e-02,5.4616907450e-06,-7.3116001745e-07,-1.2085097182e-04,0
20407.1154,-9.8427321472e-02,-9.8432077734e-02,5.4636445261e-06,-7.0738169038e-07,-1.2329572512e-04,0
20408.1154,-1.0120638740e-01,-1.0121115854e-01,5.4656009677e-06,-6.9445689574e-07,-1.2573581408e-04,0
20409.1154,-1.0398358601e-01,-1.0398838145e-01,5.4675600038e-06,-6.7211672055e-07,-1.2817119256e-04,0
20410.1154,-1.0675881855e-01,-1.0676369078e-01,5.4695215676e-06,-5.9730003646e-07,-1.3060181453e-04,0
20411.1154,-1.0953198468e-01,-1.0953703088e-01,5.4714855916e-06,-4.2528724120e-07,-1.3302763412e-04,0
20412.1154,-1.1230303810e-01,-1.1230834615e-01,5.4734520070e-06,-1.6540374966e-07,-1.3544860560e-04,0
20413.1155,-1.1507199695e-01,-1.1507758101e-01,5.4754207446e-06,1.0863787397e-07,-1.3786468334e-04,0
20414.1155,-1.1783890184e-01,-1.1784467994e-01,5.4773917343e-06,3.0070989836e-07,-1.4027582191e-04,0
20415.1155,-1.2060376163e-01,-1.2060958744e-01,5.4793649051e-06,3.4643958338e-07,-1.4268197598e-04,0
20416.1155,-1.2336651092e-01,-1.2337224805e-01,5.4813401854e-06,2.5579720279e-07,-1.4508310037e-04,0
20417.1155,-1.2612702657e-01,-1.2613260638e-01,5.4833175025e-06,9.6492559106e-08,-1.4747915006e-04,0
20418.1155,-1.2888518837e-01,-1.2889060704e-01,5.4852967827e-06,-6.6632356631e-08,-1.4987008015e-04,0
20419.1155,-1.3164092311e-01,-1.3164619471e-01,5.4872779513e-06,-2.1567445550e-07,-1.5225584590e-04,0
20420.1155,-1.3439417740e-01,-1.3439931412e-01,5.4892609324e-06,-3.5254029129e-07,-1.5463640272e-04,0
20421.1155,-1.3714489039e-01,-1.3714991002e-01,5.4912456494e-06,-4.7160813758e-07,-1.5701170614e-04,0
20422.1155,-1.3989300130e-01,-1.3989792725e-01,5.4932320243e-06,-5.6728771910e-07,-1.5938171187e-04,0
20423.1155,-1.4263849272e-01,-1.4264331064e-01,5.4952199784e-06,-6.7729851294e-07,-1.6174637575e-04,0
20424.1155,-1.4538137490e-01,-1.4538600513e-01,5.4972094314e-06,-8.6697683860e-07,-1.6410565378e-04,0
20425.1155,-1.4812157096e-01,-1.4812595566e-01,5.4992003021e-06,-1.1144930708e-06,-1.6645950209e-04,0
20426.1155,-1.5085888330e-01,-1.5086310726e-01,5.5011925082e-06,-1.2772340330e-06,-1.6880787697e-04,0
20427.1155,-1.5359309915e-01,-1.5359740499e-01,5.5031859662e-06,-1.1973423513e-06,-1.7115073487e-04,0
20428.1155,-1.5632407679e-01,-1.5632879397e-01,5.5051805916e-06,-7.8800153169e-07,-1.7348803239e-04,0
20429.1155,-1.5905180504e-01,-1.5905721937e-01,5.5071762989e-06,-9.2848770311e-08,-1.7581972628e-04,0
20430.1155,-1.6177641824e-01,-1.6178262643e-01,5.5091730015e-06,6.9901626656e-07,-1.7814577342e-04,0
20431.1156,-1.6449813032e-01,-1.6450496043e-01,5.5111706117e-06,1.3189394002e-06,-1.8046613089e-04,0
20432.1156,-1.6721708924e-01,-1.6722416673e-01,5.5131690405e-06,1.5643223737e-06,-1.8278075589e-04,0
20433.1156,-1.6993328448e-01,-1.6994019072e-01,5.5151681972e-06,1.3910660797e-06,-1.8508960579e-04,0
20434.1156,-1.7264654394e-01,-1.7265297787e-01,5.5171679902e-06,9.1676195403e-07,-1.8739263811e-04,0
20435.1156,-1.7535663523e-01,-1.7536247371e-01,5.5191683259e-06,3.1931880554e-07,-1.8968981052e-04,0
20436.1156,-1.7806336657e-01,-1.7806862384e-01,5.5211691094e-06,-2.6390202354e-07,-1.9198108088e-04,0
20437.1156,-1.8076661449e-01,-1.8077137390e-01,5.5231702446e-06,-7.6376110490e-07,-1.9426640718e-04,0
20438.1156,-1.8346625218e-01,-1.8347066961e-01,5.5251716336e-06,-1.1077390842e-06,-1.9654574756e-04,0
20439.1156,-1.8616212185e-01,-1.8616645676e-01,5.5271731776e-06,-1.1922591135e-06,-1.9881906036e-04,0
20440.1156,-1.8885413056e-01,-1.8885868121e-01,5.5291747762e-06,-9.7853377649e-07,-2.0108630405e-04,0
20441.1156,-1.9154230420e-01,-1.9154728886e-01,5.5311763279e-06,-5.4651504946e-07,-2.0334743726e-04,0
20442.1156,-1.9422673868e-01,-1.9423222571e-01,5.5331777298e-06,-4.6147861922e-08,-2.0560241880e-04,0
20443.1156,-1.9690754168e-01,-1.9691343782e-01,5.5351788782e-06,3.6096041228e-07,-2.0785120763e-04,0
20444.1156,-1.9958477722e-01,-1.9959087131e-01,5.5371796684e-06,5.5691190631e-07,-2.1009376289e-04,0
20445.1156,-2.0225845735e-01,-2.0226447240e-01,5.5391799945e-06,4.7587616099e-07,-2.1233004386e-04,0
20446.1156,-2.0492853469e-01,-2.0493418736e-01,5.5411797500e-06,1.1148897667e-07,-2.1456001000e-04,0
20447.1156,-2.0759484445e-01,-2.0759996253e-01,5.5431788268e-06,-4.2509335097e-07,-2.1678362095e-04,0
20448.1157,-2.1025715014e-01,-2.1026174436e-01,5.5451771156e-06,-9.5096133141e-07,-2.1900083648e-04,0
20449.1157,-2.1291523235e-01,-2.1291947932e-01,5.5471745061e-06,-1.3002028630e-06,-2.2121161656e-04,0
20450.1157,-2.1556896309e-01,-2.1557311402e-01,5.5491708865e-06,-1.3982373706e-06,-2.2341592132e-04,0
20451.1157,-2.1821835510e-01,-2.1822259511e-01,5.5511661439e-06,-1.3111534427e-06,-2.2561371104e-04,0
20452.1157,-2.2086348387e-01,-2.2086786933e-01,5.5531601646e-06,-1.1677027562e-06,-2.2780494621e-04,0
20453.1157,-2.2350436969e-01,-2.2350888349e-01,5.5551528342e-06,-1.0413501906e-06,-2.2998958744e-04,0
20454.1157,-2.2614095211e-01,-2.2614558451e-01,5.5571440373e-06,-9.2473556496e-07,-2.3216759554e-04,0
20455.1157,-2.2877316689e-01,-2.2877791937e-01,5.5591336579e-06,-8.0664508551e-07,-2.3433893150e-04,0
20456.1157,-2.3140096415e-01,-2.3140583514e-01,5.5611215798e-06,-6.9012899810e-07,-2.3650355646e-04,0
20457.1157,-2.3402428053e-01,-2.3402927898e-01,5.5631076860e-06,-5.6465522583e-07,-2.3866143174e-04,0
20458.1157,-2.3664303722e-01,-2.3664819812e-01,5.5650918594e-06,-4.0419376261e-07,-2.4081251885e-04,0
20459.1157,-2.3925716104e-01,-2.3926253990e-01,5.5670739822e-06,-1.8821099791e-07,-2.4295677943e-04,0
20460.1157,-2.4186660505e-01,-2.4187225173e-01,5.5690539365e-06,7.7630765413e-08,-2.4509417536e-04,0
20461.1157,-2.4447136838e-01,-2.4447728112e-01,5.5710316039e-06,3.4171758263e-07,-2.4722466863e-04,0
20462.1157,-2.4707149158e-01,-2.4707757568e-01,5.5730068653e-06,5.1109627899e-07,-2.4934822145e-04,0
20463.1157,-2.4966699207e-01,-2.4967308308e-01,5.5749796014e-06,5.1603536270e-07,-2.5146479618e-04,0
20464.1157,-2.5225779395e-01,-2.5226375111e-01,5.5769496920e-06,3.8021179377e-07,-2.5357435539e-04,0
20465.1157,-2.5484372403e-01,-2.5484952766e-01,5.5789170165e-06,2.2470805141e-07,-2.5567686179e-04,0
20466.1158,-2.5742458934e-01,-2.5743036067e-01,5.5808814534e-06,1.9044835452e-07,-2.5777227829e-04,0
20467.1158,-2.6000027037e-01,-2.6000619824e-01,5.5828428806e-06,3.4502393131e-07,-2.5986056798e-04,0
20468.1158,-2.6257072811e-01,-2.6257698851e-01,5.5848011747e-06,6.7559800502e-07,-2.6194169412e-04,0
20469.1158,-2.6513600890e-01,-2.6514267975e-01,5.5867562116e-06,1.0840887687e-06,-2.6401562015e-04,0
20470.1158,-2.6769621766e-01,-2.6770322032e-01,5.5887078664e-06,1.4139519146e-06,-2.6608230971e-04,0
20471.1158,-2.7025142747e-01,-2.7025855868e-01,5.5906560134e-06,1.5405493343e-06,-2.6814172659e-04,0
20472.1158,-2.7280159627e-01,-2.7280864339e-01,5.5926005262e-06,1.4545206616e-06,-2.7019383480e-04,0
20473.1158,-2.7534659176e-01,-2.7535342311e-01,5.5945412778e-06,1.2368082357e-06,-2.7223859849e-04,0
20474.1158,-2.7788628792e-01,-2.7789284662e-01,5.5964781405e-06,9.6221499843e-07,-2.7427598204e-04,0
20475.1158,-2.8042061018e-01,-2.8042686277e-01,5.5984109858e-06,6.5418661833e-07,-2.7630594997e-04,0
20476.1158,-2.8294951740e-01,-2.8295542056e-01,5.6003396843e-06,3.0282224191e-07,-2.7832846701e-04,0
20477.1158,-2.8547294204e-01,-2.8547846905e-01,5.6022641058e-06,-7.5253447703e-08,-2.8034349807e-04,0
20478.1158,-2.8799074943e-01,-2.8799595745e-01,5.6041841196e-06,-3.9616469566e-07,-2.8235100825e-04,0
20479.1158,-2.9050274989e-01,-2.9050783503e-01,5.6060995940e-06,-5.2094989031e-07,-2.8435096283e-04,0
20480.1158,-2.9300879873e-01,-2.9301405123e-01,5.6080103974e-06,-3.5551630245e-07,-2.8634332727e-04,0
20481.1158,-2.9550890614e-01,-2.9551455554e-01,5.6099163977e-06,3.9486940113e-08,-2.8832806724e-04,0
20482.1158,-2.9800320956e-01,-2.9800929760e-01,5.6118174628e-06,4.7622566661e-07,-2.9030514857e-04,0
20483.1158,-3.0049185993e-01,-3.0049822715e-01,5.6137134603e-06,7.5350308279e-07,-2.9227453729e-04,0
20484.1159,-3.0297492158e-01,-3.0298129404e-01,5.6156042577e-06,7.5685135261e-07,-2.9423619963e-04,0
20485.1159,-3.0545232527e-01,-3.0545844824e-01,5.6174897221e-06,5.0548804064e-07,-2.9619010200e-04,0
20486.1159,-3.0792387989e-01,-3.0792963984e-01,5.6193697206e-06,1.4057869378e-07,-2.9813621100e-04,0
20487.1159,-3.1038936523e-01,-3.1039481903e-01,5.6212441199e-06,-1.6744493747e-07,-3.0007449342e-04,0
20488.1159,-3.1284862070e-01,-3.1285393614e-01,5.6231127865e-06,-3.0767727837e-07,-3.0200491624e-04,0
20489.1159,-3.1530157344e-01,-3.1530694159e-01,5.6249755868e-06,-2.5682089038e-07,-3.0392744664e-04,0
20490.1159,-3.1774822156e-01,-3.1775378595e-01,5.6268323869e-06,-6.2444422155e-08,-3.0584205198e-04,0
20491.1159,-3.2018863018e-01,-3.2019441988e-01,5.6286830531e-06,1.6101388290e-07,-3.0774869982e-04,0
20492.1159,-3.2262291934e-01,-3.2262879419e-01,5.6305274515e-06,2.4432281080e-07,-3.0964735791e-04,0
20493.1159,-3.2505116011e-01,-3.2505685979e-01,5.6323654481e-06,6.7315377817e-08,-3.1153799420e-04,0
